Yemek Adı,Mutfağı,Süresi,Malzemeler,Yapılış
Ananas Kayiklar,Türk,20-40dk,"1,5 çay bardagi su 
25 g margarin 

1 tatli kasigi toz seker 
1,5 çay bardagi un 
1 yemek kasigi misir nisastasi 
2 yumurta 
1/2 paket kabartma toz 
 
 
Krema: 1 paket çikolatali krem santi,  
1,5 çay bardagi ananas suyu (konserve),  
5 dilim ananas (konserve),  
20 g bitter çikolata","Su, margarin ve sekeri kaynatin. Un ve nisastayi kaynayan karisima bir 
seferde ekleyin ve olusan hamuru 1 dakika süre ile karistirarak pisirin. 
Hamur soguduktan sonra yumurtalari ve yarim poset hamur kabartma 
tozunu ilave edin. Mikserle pürüzsüz bir yapi olusuncaya kadar çirpin. Bu 
hamuru krema torbasina doldurun. Yagli kagit serilmis firin tepsisine ceviz 
büyüklügünde toplar sikin ve önceden isitilmis 200 dereceli firinda 20-30 
dakika pisirin. Soguduktan sonra ortalarindan ikiye ayirin. 
Krema: Çikolatali krem santiyi 1,5 çay bardagi soguk ananas suyu ile 2-3 
dakika çirpin. Krema torbasina doldurup bezelerin içine sikin. Ananaslari 
uygun sekilde kesip üzerlerine batirin.  

Çikolatayi benmari usuli eritip ananaslarin üzerinde ince seritler halinde 
gezdirin."
Ananasli Cheesecake,Fransa,40-60dk,"1/4 su bardagi tereyagi (60 gr.)  
2 su bardagina yakin yulafli bisküvi (200 gr.) 
1/2 çay kasigi toz tarçin  
Harç için: 350 gr. krem peynir 
2 yumurta 
1/2 su bardagi seker (50 gr.) 
3 çay kasigi un (20 gr.) 
1 paket vanilya 
 
Süsleme için: 
 3 dilim konserve ananas (1 dilim 8`e kesilmis, 2 dilim 6`ya kesilmis) 
Kiraz sekerlemesi 
Taze ananas yapragi 
1/4 su bardagi kayisi reçeli veya marmeladi","Firini önceden 175 °C`de isitin. 20 cm. çapindaki yandan açilip alti 
ayrilabilen bir pasta kalibini yaglayin. Eritilmis yag, yulafli bisküvi ve 
tarçini, hand blender`in özel kabinda veya mini robotta karistirin. 
Hazirladiginiz bu hamuru, pasta kalibinin altina 2-3 mm. kalinliginda 
olacak sekilde serin. Harç için krem peynir, yumurta, seker, un ve 
vanilyayi derin bir kapta, karisim pütürsüz hale gelinceye kadar çirpin. Bu 
karisimi, kaliba serdiginiz hamurun üstüne dökün ve 175 °C`de 35 dk. 
kadar pisirin. (Biçagi hamurun ortasina batirdiginizda temiz çikmasi 
gerekmektedir.) Firindan aldiginiz cheesecake`i sogutun. Kalibin 
kenarlarini açarak, cheesecake`i çikartin ve dilimleyin. Her bir dilimin 
üstüne, önce 6`ya kestiginiz ananas dilimlerini, sonra 8`e kestiginiz 
ananas dilimlerini yerlestirin. Dilimlerin ortasina, kiraz sekerlemelerini 
koyarak süsleyin. Eriyene kadar suyla karistirdiginiz kayisi marmeladini bir 
firça ile dilimlerin üzerine sürerek, cheeesecake`leri servise hazir hale 
getirin."
Ask Pastasi,Türk,40-60dk,"Beze:  
2 yumurta aki, 
 1/4 çay kasigi tuz,  
1 su bardagi pudra sekeri. 
 
Krema:  
Yarim çay bardagi findik, 
 Yarim çay bardagi ceviz içi, 
 Yarim çay bardagi tuzsuz badem, 
 2 poset krem santi, 
 2,5 çay bardagi soguk süt 
 
Üzeri için:  
1 tatli kasigi kakao,","Yumurta aklari ve tuzu 2-3 dakika kar haline gelinceye kadar çirpin. 
Mikseri en düsük devrinde çirparak, pudra sekerini azar azar ilave ederek 
yedirin (toplam 5 dakika). Elde ettiginiz bu beze hamurundan yagli kagit 
üzerine 26 cm çapinda ve 1,5 cm yüksekliginde çember seklinde yayin. 

Kalaniyla krema torbasi kullanarak kalp sekilleri verin ve önceden isitilmis 
130 dereceli firinda 35-45 dakika pisirin.  
Krema: Findik, ceviz ve bademleri 130°C`ye isitilmis firinda 15-20 dakika 
kavurun ve ögütün. 2 poset krem santiyi 2,5 çay bardagi soguk süt ile 2-3 
dakika çirpin. Içine çerezleri ilave edip iyice karistirin.  
Bu kremayi soguttugunuz bezenin üzerine bombe seklinde yayin. Yagli 
kagittan 0,5 cm genisliginde 5 adet uzun serit kesin ve pastanin üzerine 
birbirine paralel olarak yapistirin. Kakaoyu serpin ve seritleri çikartin. 
Pastanin üzerine kalpleri yerlestirin. Kenarlarina çikolata rendesini serpin. 
Buzdolabinda 2-3 saat dinlendirip dilimleyerek servis yapin"
Balli Kurabiye,Türk,20-40dk,"1/2 su bardagi süzme bal 
60 gr.beyaz çikolata(küçük parçalara kirilmis)  
1 çay kasigi tarçin 
1/2 su bardagi toz seker 
2 yumurta 
1 su bardagi çekilmis ceviz 

2 su bardagi un 
1 tatli kasigi tereyag 
1 tatli kasigi kabartma tozu","Firininizi 180 derece isitin. Isiya dayanikli köseli bir kalibi bir tatli kasigi 
tereyagla yaglayin. Ayri bir tencerede sekeri, bali ve 4 çorba kasigi suyu 
hafif ateste seker eriyene kadar devamli karistirarak kaynatin. Tencereyi 
atesten alip çikolatayi cevizleri ekleyin. Çikolatalar eriyince sogumasi için 
kenara alin. Unu , kabartma tozunu,karbonati ve tarçini bir kaseye koyun. 
Sogumus çikolatali bal karisimini una ekleyin. Yumurtalari çirpip,bütün 
malzemeleri iyice karistirip yaglanmis kaliba bosaltin. 35 dakika firinda 
pisirin. Firindan çikardiktan sonra çubuklar halinde kesip sogumaya 
birakin. Soguduktan sonra servis yapin."
Beyaz Çikolatali Mus,Fransa,20-40dk,"1 su bardagi Sivi Krem Santi- Süt Kremasi 
2 çay kasigi gülsuyu 
3 çorba kasigi Tereyagi 
200 gram eritilmis beyaz çikolata 
2 adet yumurtanin aki","Yumurta aklarini, iyice sertlesip, kar gibi olana dek çirpin. Büyük, baska 
bir kasede benmari usülü eritilmis beyaz çikolatayi ve oda sicakligindaki 
tereyagini krema gibi olana ve soguyuncaya dek çirpin. Soguttugunuz 
karisima sirasiyla üzerindeki tarife göre hazirlanmis Sivi Krem Santi - Süt 
kremasi&#8217;ni, gülsuyunu ve yumurta aklarini ilave edin. Malzemeler 
özlesene dek karistirin. Musu, 6 ayri kup bardagina doldurun. 
Buzdolabinda sogutun. Soguyan muslarin üzerine, eritilmis bitter çikolatayi 
esit sekilde paylastirarak, servis yapin."
Brown Kek,Baska,20-40dk,"150 gr. Seker 
80 gr. Margarin 
75 gr. Kakao 
75 gr. Un 
75 gr. Bal 
2 Adet Yumurta 
Yarim su bardagi ceviz 
Yarim tatli kasigi tuz","Seker ile yag çirpin, diger malzemeler yavasça ekleyin. Karisimi teflon 
kaliba dökün. Sicak firinda 20 Dakika pisirin."
Capri Pastasi,Türk,10-20dk,"4 yumurta 

180 gr. seker 
200 gr. tereyagi 
150 gr. çikolata 
200 gr. badem","Yumurta sarilarini sekerle çirpin. Diger tarafta yumurta aklarini köpürene 
dek çirptiktan sonra yavas yavas karistirarak sarilara ekleyin. Bu karisima 
ince kiyilmis bademleri ve yagda eritilmis çikolatayi ilave edin. Yaglanip 
unlanmis bir kaliba döküp 180 derecede yarim saat pisirin. Pastanizin 
üzerini pudra sekeriyle süsleyin."
Cevizli Kremali Dondurma Parfe,Fransa,20-40dk,"500 gr. krem santi 
100 gr. toz seker 
5 adet bütün yumurta 
200 gr. ceviz (kirilmis)","Krem santiyi çirpin. Bir kaba bosaltin. Yumurta ve sekeri de çirpip, krem 
santinin içine karistirin. Kirik cevizi de ekleyip parfe kaliplari veya evdeki 
çesitli derin kaplara bosaltin. Dipfriz`e yerlestirin. 3-4 saat sonra 
dipfrizden çikarttiginiz parfeyi, kabindan alip dilimleyin ve istediginiz gibi 
servis yapin."
Meyveli Cheese Cake,Fransa,40-60dk,"1 paket kepekli bisküvi 
2 çorba kasigi margarin 
2 kutu labne peynir 
1 paket limonlu jöle 
1 kutu krem santi (2 poset) 
2 su bardagi süt 
 
Üstü için: 

1 kutu ananas konservesi 
3 adet kivi 
1 su bardagi su 
1 çorba kasigi nisasta","Bisküvileri ezip eritilmis margarinle karistirin. Tart kalibina bastirarak 
düzgün bir sekilde yayin. Limonlu jöleyi, bir su bardagi sicak suda eritin. 
Krem santiyi sütle çirparak krema haline getirin. Limon jölesi krem santi 
ve labne peynirini mikserle karistirin. Hazirladiginiz karisimi tart 
kalibindaki bisküvinin üzerine yayin. Buzdolabinda 1 saat bekletin. Krema 
sertlestikten sonra üzerini ananas ve kivi dilimleri ile süsleyin. Su ve 
nisastayi karistirin. Koyulasincaya kadar pisirin. Karisimi meyvelerin 
üzerine yayin. Cheese Cake`i buzdolabinda 1 gece beklettikten sonra 
servis yapin.  
 
Afiyet olsun."
Çerezli Tart,Türk,20-40dk,"1 yumurta 
75 g margarin 
1 paket vanilya 
2 yemek kasigi bal 
2,5 su bardagi yulaf ezmesi 
2-3 yemek kasigi un 
1 paket kabartma toz 
 
Çerezli karisim:  
1,5 çay bardagi bal,  
50 g margarin,  
1 paket vanilya,  
1 su bardagi kuru erik (ikiye kesilmis), 1 
0 adet kuru kayisi(küçük parçalar halinde kesilmis), 8 
 adet kuru incir (küçük parçalar halinde kesilmis),  
1 çay bardagi kuru üzüm, 1 çay bardagi yaprak badem,  
1,5 çay bardagi findik kirigi","</td></tr><tr><td class=""cat"" colspan 
=""2""><center><strong>Beslenme Bilgileri Notlar</strong></center>"
Çikolatali Armutlu Kek,Türk,40-60dk,"125 g margarin 
1 su bardagi misir unu 
1 su bardagi toz seker 
4 yumurta 
1 paket vanilya 
1,5 su bardagi un 
1 paket kabartma tozu 
1 tutam tuz 
40 gram ufalanmis bitter çikolata  
Yarim su bardagi kuru üzüm 
2 adet orta boy armut","Margarini eritip sogumaya birakin. 26 cm çapindaki kek kalibini 1 yemek 
kasigi margarin ile yaglayip üzerine 1 yemek kasigi misir unu serpin. 

Toz sekerden bir yemek kasigi ayirip kalanini çirpma kabina alin. Margarin, 
yumurta, sekerli vanilin, misir unu, un, hamur kabartma tozu ve tuzu ilave 
edip 5 dakika çirpin. Çikolatalari ve kuru üzümleri ekleyip karistirin. 
Hazirladiginiz karisimi kek kalibina dökün.  
Armutlari soyup ince ince dilimleyin ve hamurun üzerine hafifçe bastirarak 
dizin. Ayirdiginiz 1 kasik toz sekeri üzerine serpin ve pisirin. Önceden 
isitilmis 170 dereceli firinda 40-50 dakika pisirin."
Çikolatali Bisküvi Pastasi,Türk,60dk-Fazla,"1 paket pötibör bisküvi 
1/2 paket yulafli bisküvi 
2 küçük paket krema 
150 gr. margarin 
4 paket 80 gr.`lik bitter çikolata","Pötibör ve yulafli bisküviyi robotta un haline getirin. Erittiginiz 150 gr. 
margarini üzerine ekleyip karistirin. Bu karisimi düz ve genis bir kaba 
yayin. (Karisim en fazla 3-4 cm. yüksekliginde olmali.) Iyice bastirarak 
dümdüz hale getirdiginiz karisimin üstune meyveleri dizin. 4 paket 
çikolatayi benmari usulüyle topak kalmayacak sekilde eritin. 2 paket 
kremayi erimis çikolataya yavas yavas karistirarak ekleyin. Bu karisimi 
hazirladiginiz tabanin uzerine dökün. Önce buzlukta 4-5 saat, daha sonra 
buzdolabinin normal katinda 2-3 saat kadar tutup servis yapin."
Çikolatali Ekmek,Türk,20-40dk,"4 su bardagi un 
1 paket hazir Instant maya 
Yarim çay kasigi tuz 
1 çay bardagi toz seker 
100 g margarin 
1,5 su bardagi ilik süt 
Iç malzeme:  
Yarim su bardagi iri kirilmis ceviz içi, 

 Yarim su bardagi damla çikolata 
Üzeri için: 
 1 yumurta sarisi","Unu maya ile karistirin. Üzerine tuz, seker, margarin ve sütü ekleyip iyice 
yogurun. Üzerini kapatip oda sicakliginda 35-40 dakika dinlendirin. 
Hamuru tekrar yogurup üç esit parçaya bölün. Her birini 0,5 cm 
kalinliginda açip üzerlerine ceviz ve çikolata serpin. Rulo seklinde sarip 
yaglanmis firin tepsisine aralikli siralayin. Yumurta sarisi sürüp 30 dakika 
daha dinlendirin ve önceden isitilmis 180 dereceli firinda 20-25 dakika 
pisirin"
Çikolatali Findikli Pasta,Türk,20-40dk,"240 gr. un 
250 gr. pudra sekeri 
200 gr. tereyagi 

150 gr. findik 
150 gr. çikolata 
30 gr. kakao 
bal 
5 yumurta sarisi 
4 yumurta aki 
rom","Pudra sekeri ve erimis tereyagini biraz tuz ile köpük köpük olana dek 
çirpin. Yumurta sarilarini azar azar ekleyerek tahta kasikla karistirin. 
Elenmis un ve kakaoyu, çikolata parçalarini, biraz iri kalacak sekilde 
dövülmüs findiklari, bir kasik romu, 2 kasik bali ve bir çimdik tuz ile 
çirpilmis yumurta aklarinin yarisini da karisima ekleyin. Son olarak kalan 
yumurta aklarini da ilave edip iyice karistirin. Karisimi yaglanmis ve un 
serpilmis dikdörtgen bir kaliba dökün. 200 dereceya ayarlanmis firinda 20 
dakika pisirin. Pisirme süresinin ortasinda alüminyum folyo ile örterek 
üzerinin yanmasini engelleyebilirsiniz. Sicakken servis yapin."
Çikolatali Gato,Fransa,40-60dk,"1 adet 10 porsiyonluk çikolatali pandispanya  
5 yumurta sarisi 
175 gr. (7/10 su bardagi) tozseker 
3 çorba kasigi su 
250 gr. margarin (oda sicakliginda yumusatilmis) 
100 gr. kuvertür ya da bitter sütsüz çikolata 
200 gr. iç sam fistigi (kiyilmis)  
50 gr. beyaz çikolata (rendelenmis, süsleme için) 
100 gr. taze çilek ya da bir baska mevsim meyvesi (süslemek için)","Sogumus pandispanyayi enlemesine iki esit parçaya kesin. Kremabörü 
hazirlamak için isiya dayanikli bir kaba yumurta sarilari, seker ve suyu 
koyun. Kabi yariya kadar sicak su doldurulmus daha büyük bir kabin içine 
oturtun. Yumurta - seker - su karisimini kremamsi bir doku alip, 
koyulasincaya kadar çirpin. Karisimin bulundugu kabi sicak su bulunan 
kaptan çikartin ve karisimi soguyuncaya kadar çarpmaya devam edin. 
Karisim soguyunca küçük parçalar halinde margarini ilave edip, tahta bir 
kasikla karistirin. Bitter çikolatayi kremaböre ilave edip tahta kasikla 
karistirin. Pandispanyanin ortasina kremabörden sürün. Üzerine kiyilmis 

sam fistigi serpistirin. Ikinci pandispanya parçasini üzerine kapatin. 
Gatonun üst ve kenarlarini kalan kremabörle kaplayin. Çikolatali gatonun 
üzerinibeyaz çikolata rendesi ve meyvelerle süsleyip, servis yapin."
Çikolatali Krema,Türk,20-40dk,"1 litre süt (5 su bardagi) 
1 bardak tepeleme tozseker 
3 yumurta 
3/4 bardak un 
1 paket vanilya","Bir tencereye 3 yumurta sarisi, un, seker, vanilya ve dogranmis çikolata 
koyup karistirin. Sicak sütü azar azar katip yedirin. Bir telle karistirarak 
pisirin. Yumurta aklarina, bir fiske tuz koyun ve mikserde çirparak kar 
haline getirin. Bu yumurta akini, azar azar çikolatali kremaya koyup iyice 

karistirin. Kremayi, birer kisilik kaselere bosaltin. Üzerini kiyilmis findik 
veya hindistanceviziyle süsleyin."
Çikolatali Sufle,Fransa,20-40dk,"100 gr. bitter çikolata 
70 gr. margarin 
1 çorba kasigi pudra sekeri  
3 çorba kasigi un 
2 su bardagi süt 
4 çorba kasigi tozseker 
4 adet yumurta 
1/2 paket vanilya","Sufle kalibini 10 gr. margarin ile yaglayip, pudra sekeri serpin. Bir 
tencerede kalan 60 gr. margarini eritin, unu ekleyip hafif pembelesinceye 

kadar kavurun. Sicak süt ve tozsekeri ilave edin. Sürekli karistirarak 
kaynayincaya kadar pisirin. Kaynamaya basladiktan sonra 1 dakika daha 
pisirip, altini kapatin. Hazirladiginiz kremayi arada bir karistirarak sogutun. 
Yumurtanin aklarini sarilarindan ayirin. (Yumurta aklarinin içinde sarisinin 
kalmamasina dikkat edin.) Çikolatayi rendeleyin. Soguyan kremaya 
yumurta sarilarini tek tek yedirin. Çikolata ve vanilyayi ekleyip karistirin. 
Baska bir kasede yumurta aklarini bir fiske tuzla kar haline gelinceye 
kadar çirpin. Çikolatali kremayi yumurta aklarina ilave edin. (Krema ve 
aklari karistirirken kesinlikle çirpmayin, sadece alt üst edin. Aksi halde 
sufleniz kabarmaz.) Karisimi yaglanmis kaliba dökün. Kalibi firin tepsisine 
koyun. 200 derece isitilmis firinda 10 dakika pisirin. Firinin isisini 160 
dereceye indirip 15 dakika daha pisirin. Pisirme sirasinda firinin kapagini 
açmayin. Sufle firindan çiktiktan sonra üzerine pudra sekeri serpip, 
yaninda krema ile hemen servis yapin."
Çilek Çiçekler,Türk,20-40dk,"2 yumurta 
1 çay bardagi toz seker 

1 paket vanilya 
Yarim çay kasigi tuz 
1 yemek kasigi su 
1 limon kabugu rendesi 
2 çay bardagi un 
 
Dolgu: 
 200 g çilek,  
1 paket tart jölesi,  
2 yemek kasigi toz seker,  
2,5 çay bardagi su 1 paket krem santi,  
1,5 çay bardagi soguk süt,","Yumurta ve sekeri çirpin. Sekerli vanilin, tuz, su, limon kabugu rendesi ve 
unu ilave edip 1-2 dakika daha çirpin. Bu hamurdan yagli kagit serilmis 
firin tepsisine belirli araliklarla birer yemek kasigi koyun. Bu hamurlara 
çiçek sekilleri verebilmek için kasik yardimi ile ortalarindan dis kenarlarina 
dogru belirli araliklarla yayin. Önceden isitilmis 200 dereceli firinda 10-15 
dakika pisirin.  
Dolgu: Soguttugunuz çiçeklerin yarisinin üzerlerine çilekleri dizin. Tart 
jölesini toz seker ve su ile ambalajdaki tarifine göre hazirlayin ve çileklerin 
üzerine sürün.  

Krem santiyi 1,5 çay bardagi süt ile 2-3 dakika çirpin. Krema torbasi ile 
çileklerin üzerine sikin ve kalan çiçekleri bunlarin üzerine kapatin. 
Üzerlerine pudra sekeri serperek servis yapin."
Çilekli Yaz Pastasi,Türk,20-40dk,"2 yumurta 
1 çay bardagi toz seker 
50 g margarin 
1 paket vanilya 
1,5 çay bardagi un 
1 paket kabartma tozu 
 
Çilekli krema:  
300 g çilek, 
 Yarim çay bardagi pudra sekeri, 
 1 paket Limon Aromali Jöle,  
5 çay bardagi su,  
1 paket krem santi,  

1 su bardagi soguk süt 
 
Beyaz krema:  
1 paket krem santi, 
 1 su bardagi soguk süt","Yumurta ve sekeri 1-2 dakika çirpin. Margarin, sekerli vanilin, un ve 
hamur kabartma tozunu ilave edip 1 dakika daha çirpin. 26 cm çapindaki 
yaglanmis kelepçeli kaliba döküp önceden isitilmis 150 dereceli firinda 20-
25 dakika pisirin. 
Soguduktan sonra kalibin kelepçesini çikartip yikayin ve tekrar takin.  
Çilekli krema: Ayikladiginiz çileklerden bir miktarini ortadan ikiye kesin ve 
pasta çerçevesi boyunca dizin. Kalan çilekleri yarim çay bardagi pudra 
sekeri ile robotta püre haline getirin. Jöleyi su ile tarifine göre hazirlayin. 
Oda sicakligina geldiginde buzdolabina koyun ve 20 dakika bekletin. 
Krem santiyi 1 su bardagi süt ile 2-3 dakika çirpin. Üzerine çilekli pürenin 
tamamini ve jölenin yarisini ilave edip iyice karistirin.  
Beyaz krema: Krem santiyi 1 su bardagi süt ile 2-3 dakika çirpin. Kalan 
jöleyi ilave edin ve iyice karistirin. 
Pasta zemininin üzerine önce beyaz kremayi dökün, üzerine çilekli kremayi 
dökün ve düzgünce yayin. Bir çatal yardimi ile alttan üste dogru spiraller 

çizerek yüzeye yer yer beyaz kremadan çikartin. Dolapta 3-4 saat 
dinlendirin ve dilimleyerek servis yapin."
Daginik Kurabiye,Türk,20-40dk,"2 adet yumurta 
250 gr. findik 
250 gr. margarin 
6 su bardagi un 
1 su bardagi yogurt 
1 su bardagi toz seker 
1 çay bardagi sivi yag 
1 paket kabartma tozu","Margarini hafif ilitin, iki adet yumurta sarisi, sivi yag, yogurt, seker ve 
kabartma tozu ile bir kapta elinizle ezip, yumusatin. Un ilave edin, 
yogurup hamur yapin. Yumurta iriliginde hamur parçalari kopartip, önce 

yumurta akina, sonra dövülmüs findiga batirip yagli tepsiye dizin. 
Kurabiyelerin alti ve üstü pembelesinceye dek pisirin."
Domates Pastasi,Baska,40-60dk,"3 adet yumurta 
17 çorba kasigi toz seker 
17 çorba kasigi sivi yag 
20 çorba kasigi domates suyu 
25 çorba kasigi un 
1 su bardagi dövülmüs badem 
100 gr. kuru üzüm 
2 paket kabartma tozu 
Krema 
Pudra sekeri","Öncelikle 3 adet yumurtayi sekerle beraber 5-10 dakika mikserle çirpin. 
Daha sonra yavas yavas tahta bir kasikla karistirip unu eleyin. Sivi yagi, 
dövülmüs bademi, üzümü, kabartma tozunu ve domates suyunu ilave 
edin. Karistirmaya devam ederek, malzemeyi iyice yedirin. 32 cm. 
boyutunda yuvarlak bir tepsiyi hafifçe yaglayin. Hazirladiginiz karisimi 
tepsiye yayin. Önceden isitilmis 170 derecelik firinda 45 dakika pisirin. 
Firindan aldiginiz keki ortadan ikiye kesin. Bir yüzüne krema sürün. Diger 
yüzünü üzerine kapayin. Üzerine 1 çorba kasigi pudra sekerini eleyin. 
Dilerseniz üzerini krema ve meyve sekerlemeleri ile süsleyin. Buzdolabinda 
4 saat dinlendirin."
Dondurmali Brownie,Italya,40-60dk,"125 gr. bitter çikolata 
1/2 su bardagindan biraz fazla margarin (150 gr.) 
1 1/4 su bardagi seker (300 gr.) 
4 yumurta 
3/4 su bardagi un (120 gr.) 
2 çay kasigi tuz 

1 paket vanilya 
1 1/2 su bardagi ceviz (225 gr.) 
Çikolata sos için: 200 gr. bitter çikolata 
2 çorba kasigi su 
1 paket vanilya","125 gr. çikolata ile margarini sicak suya oturtulmus bir tencerede eritip 
içine sekeri ilave edin. Iyice karistirin ve tencereyi sicak sudan alin. 
Karisimin biraz sogumasini bekleyin. Yumurtalari, karisiminiza teker teker, 
el mikseriyle sürekli çirparak ekleyin. Bu karisima, kalan kek malzemesini 
de ilave ederek, yaglanip unlanmis bir kek kalibinin içerisine 4 cm. 
kalinliginda dökün. Firini 175 °C`de isitin ve kekinizi 45 dk. pisirin. Sos 
için ayirmis oldugunuz çikolatayi, yine sicak suya oturtulmus bir tencerede 
eritin. Vanilya ve su ekleyerek sosunuzu hazirlayin. Brownie keklerinizi 
dikdörtgen seklinde kesin. Üzerlerine1 top dondurma koyun ve sicak 
çikolata sosunu dondurmalarin üzerine dökün. Hemen servis yapin."
